	YPACETATE	YPDCAFEIN40	YPDHU	YPETHANOL	YPD14	YPDCAFEIN50	YPDKCL2M	YPGALACTOSE	YPD40	YPDCHX05	YPDLICL250MM	YPGLYCEROL	YPD42	YPDCHX1	YPDMV	YPRIBOSE	YPD6AU	YPDCUSO410MM	YPDNACL15M	YPSORBITOL	YPDANISO10	YPDDMSO	YPDNACL1M	YPXYLOSE	YPDANISO20	YPDETOH	YPDNYSTATIN	YPDANISO50	YPDFLUCONAZOLE	YPDSDS	YPDBENOMYL200	YPDFORMAMIDE4	YPDSODIUMMETAARSENITE	YPDBENOMYL500	YPDFORMAMIDE5
AHA_2.re	0.24251018300000002	0.070989253	0.379103136	0.361198894	0.33860981700000004	0.084681282	0.11904467199999999	0.54417992	0.5800228620000001	0.09352623300000001	0.102325125	0.373258872	0.481845578	0.046110110999999995	0.144157211	0.31987763199999997	0.06590210099999999	0.7431738309999999	0.131033131	0.339881152	0.482344165	0.247601655	0.252507871	0.35071797200000004	0.117885167	0.24124811300000001	0.023490174	0.059841134000000004	0.185494711	0.422210776	0.17118285100000002	0.31386454199999997	0.131393276	0.20374513600000002	0.23259121300000002
AHB_2.re	0.362630839	0.23422099899999999	0.391537619	0.474546769	0.358539204	0.158653552	0.121577996	0.977899313	0.601326516	0.128826631	0.158426925	0.368041526	0.397728704	0.11650724400000001	0.076351431	0.359200343	0.178875127	0.660959865	0.15108891300000002	0.364474001	0.08911467699999999	0.609170106	0.257753871	0.398064032	0.102100485	0.392318515	0.0472044	0.119654445	0.407651974	0.051403908	0.294620961	0.5313002520000001	0.048948538	0.448694129	0.370562802
AHC_2.re	0.45467082299999995	0.271568982	0.3248448	0.6666575060000001	0.516700025	0.25636389800000003	0.148821413	1.55130818	0.553141165	0.257772031	0.146661175	0.507990724	0.502553958	0.082105955	0.10482749699999999	0.42954138299999994	0.20051291899999998	1.16617668	0.171086457	0.512554342	0.724367775	0.598199402	0.24680506300000002	0.530589316	0.128814683	0.46552747299999997	0.127056221	0.185764061	0.429200549	0.27174819699999997	0.425472888	0.462584781	0.064504718	0.540177516	0.28694566899999996
AHD_1.re	0.511766706	0.10929826699999999	0.428897305	0.682933083	0.550849825	0.100900125	0.104081357	0.837921645	0.323769204	0.172647417	0.08730097699999999	0.6592880210000001	0.236633512	0.059643622	0.183901425	0.379413884	0.242345052	1.279446875	0.149406862	0.577909624	0.61565295	0.43894658200000003	0.213280453	0.51478149	0.15407358300000001	0.46649803700000003	0.201152035	0.13377699	0.32887278600000003	0.062065015999999994	0.19458017100000002	0.46421981100000004	0.08886652199999999	0.165777783	0.43595243100000003
AHE_3.re	0.20077649	0.068920599	0.25936222800000003	0.324307312	0.395908865	0.042325975	0.057942512	0.85962275	0.455680352	0.042796485999999995	0.069874878	0.31238699999999997	0.274312474	0.041640346	0.07817052	0.274834772	0.064626796	0.945922295	0.0623399	0.24988202899999998	0.14894727900000002	0.487842729	0.189977755	0.354917579	0.058765244	0.389052125	0.011698364	0.06015855	0.32804955199999997	0.17897357	0.136241205	0.35224824899999996	0.096474399	0.188231151	0.19425074899999997
AHF_3.re	0.31940896	0.146130713	0.153010582	0.631309726	0.34900063299999995	0.127563126	0.208346952	0.722341055	0.241332265	0.008743215	0.284805867	0.571565065	0.07319676900000001	0.013916602	0.112238651	0.421551804	0.07046485400000001	1.3854455540000001	0.213826035	0.49456483100000004	0.569167573	0.46934367200000005	0.292133508	0.488995311	0.024888472999999998	0.024263427999999997	0.057426505999999995	0.047722376	0.19759989	0.063530689	0.085857785	0.136456394	0.19172394	0.097780885	0.080919959
AHG_3.re	0.343926691	0.257316274	0.430508857	0.524584213	0.446240084	0.17901889	0.073154817	0.843931697	0.47440981	0.11799176	0.10471295300000001	0.47622499	0.16965301	0.07745838299999999	0.132093997	0.331428296	0.34616721899999997	0.139292806	0.10803466199999999	0.44955874100000004	0.312698049	0.47684246399999997	0.152734594	0.389580184	0.175827877	0.430789026	0.096746493	0.171163653	0.333365326	0.08872797	0.278831495	0.243358712	0.074285842	0.323789335	0.197694767
AHH_3.re	0.400713018	0.316976377	0.285891963	0.5987701999999999	0.425648133	0.203101781	0.035249096	0.9508592240000001	0.63511621	0.065250498	0.106177061	0.438147414	0.627826239	0.029310782	0.11442346699999999	0.403382909	0.06369335599999999	1.269789393	0.083674049	0.578150688	0.164851184	0.500588499	0.173295366	0.46633538399999996	0.087685095	0.537186582	0.062316134	0.11398568099999999	0.21744939	0.016691999	0.139507043	0.44755265200000005	0.151088329	0.200877048	0.226148343
AHI_3.re	0.390258786	0.030556938999999998	0.382896375	0.49723176799999996	0.558407466	0.034374255	0.145195469	0.5731448379999999	0.6794219490000001	0.112214324	0.091113126	0.432419225	0.481608049	0.056458492	0.075640384	0.293186837	0.308386155	0.973653047	0.129931056	0.36723612299999997	0.8513446090000001	0.463847959	0.21047717	0.36174014600000004	0.22201119600000002	0.664634439	0.043343402999999996	0.18075729899999998	0.49314099299999997	0.015466431000000001	0.288470318	0.329288801	0.664896041	0.302426729	0.15037546699999998
AHK_3.re	0.172588782	0.068619894	0.45767713	0.058278490999999995	0.7302205490000001	0.066057735	0.027954835	0.013157895	0.409304592	0.332513027	0.206815521	0.010241966	0.09960041300000001	0.18595194199999998	0.10648412800000001	0.038465641	0.41285552700000006	0.526804698	0.076675181	0.0	0.36029081	0.537007749	0.14795254	0.005980861	0.272907132	0.35118527299999996	0.22053344800000002	0.289645697	0.323372247	0.080244142	0.6912383609999999	0.42198120899999997	0.372503381	0.48373879700000005	0.302568118
AHL_3.re	0.448799293	0.342951633	0.336667835	0.577899431	0.730149425	0.261425756	0.144849151	1.222029758	0.565907681	0.943007403	0.177375867	0.614344401	0.362496338	0.655870486	0.11057071800000001	0.44929232700000005	0.33568544899999997	0.310760605	0.12070148300000001	0.565180218	1.037778393	0.582983075	0.17965592	0.535495078	0.814955827	0.24380897899999998	0.20623505	0.34993745	0.316396761	0.07092040200000001	0.366717405	0.300738245	0.170791131	0.46085243299999995	0.228089216
AHM_1.re	0.426596585	0.049562857	0.566338491	0.608243076	0.479175615	0.066839135	0.13383334300000002	0.6084349139999999	0.504443081	0.981065372	0.09609128199999999	0.70264857	0.055417587000000004	0.80110768	0.072497963	0.44822818	0.008997253	0.635235205	0.12197217	0.465691233	1.193466428	0.715059345	0.164410733	0.525798691	1.180512172	0.20742782	0.130428941	0.673464877	0.46228915	0.002971138	0.16419192	0.379472849	0.149000214	0.194333797	0.214148552
AHN_3.re	0.392052925	0.068652862	0.17635880899999998	0.5388661379999999	0.418157369	0.075981916	0.078853075	1.0492276809999999	0.288232765	0.0734467	0.118502598	0.483010127	0.112901874	0.040939654	0.05699448	0.353726754	0.051337960999999994	0.9544300490000001	0.14752088800000002	0.484611684	0.385089904	0.453452973	0.273085619	0.42680640000000003	0.069142052	0.16281081	0.131758619	0.080677569	0.336167289	0.05919075099999999	0.135449429	0.27620927300000003	0.005298651	0.243448721	0.140181797
AHP_1.re	0.38415378299999997	0.10539236699999999	0.359717116	0.624976312	0.57219524	0.15166860699999998	0.16089578699999998	0.50981457	0.27726425	0.151025522	0.19058606399999997	0.493450118	0.113982141	0.039448362	0.29430304399999996	0.330742867	0.16835952199999998	0.128231823	0.16833577	0.42628819799999995	0.300558065	0.438294271	0.21162178199999998	0.36903984100000004	0.275354983	0.539546095	0.253111257	0.255958193	0.644621488	0.060728567000000004	0.214544493	0.39008863	0.127903824	0.21950731699999998	0.371527899
AHQ_1.re	0.363720779	0.032569595	0.176967436	0.5138944129999999	0.225010005	0.022916575	0.017787551999999998	0.518507901	0.411172396	0.012409993999999999	0.10856098800000001	0.385562296	0.21213791399999998	0.016244143	0.009388946	0.457209669	0.0489209	0.044474795	0.017543833999999998	0.433157067	0.070658506	0.473352612	0.037257469	0.50654742	0.024671794	0.21526367300000002	0.006254245	0.039280169	0.082557447	0.0	0.13494256	0.170098458	0.00864211	0.182032215	0.070098235
AHR_1.re	0.409261415	0.025130162	0.29786510899999996	0.431298467	0.405531472	0.023357274	0.034451605	0.7061936759999999	0.622460427	0.104820005	0.09900246900000001	0.35481264	0.420980763	0.020456184	0.086166504	0.291837747	0.34531235600000004	0.976423012	0.075204486	0.45781879700000006	0.722940789	0.480905773	0.18606036399999998	0.32517530699999997	0.310784148	0.222874433	0.07445006400000001	0.151244025	0.46121227600000003	0.010220646	0.247902282	0.293150998	0.094583585	0.22664415899999998	0.14071794599999998
AHS_3.re	0.028228097999999997	0.014884214	0.19870643300000002	0.375082851	0.177240736	0.010702306000000002	0.00404157	1.77396496	0.418202433	0.18182548199999998	0.0	0.44422106299999997	0.141543276	0.043913555	0.0	0.43683059700000004	0.022651828	0.003804348	0.009319244	0.42230255	0.156261049	0.40381514799999996	0.015163751000000001	0.42244408200000005	0.011034364	0.243047102	0.0	0.012883772	0.23512159300000002	0.0	0.155394274	0.302897912	0.037694927999999996	0.343591682	0.174621875
AHT_3.re	0.39038377	0.058773520999999995	0.25627282100000004	0.376003108	0.521354164	0.060741735	0.07050364099999999	1.089666751	0.570726218	0.130154413	0.15705852	0.393426965	0.12364625300000001	0.042591872999999995	0.107817693	0.313986831	0.42280390700000003	0.396493175	0.169719431	0.43176921100000004	0.526715492	0.55244851	0.207374229	0.37672258700000005	0.207030283	0.071069718	0.142348912	0.220002227	0.422816381	0.34457376100000003	0.21166284300000002	0.450882609	0.174991665	0.19067443	0.20418354100000002
AHV_1.re	0.10905378199999999	0.148403788	0.417772277	0.054141419	0.6735412470000001	0.12357309699999999	0.073122062	0.367162838	0.883332234	0.559741291	0.23898074800000002	0.041701867999999996	0.214691402	0.164428983	0.203348272	0.043642345	0.280393222	0.268877493	0.08054137	0.059458787	1.34855072	0.8511814240000001	0.174318668	0.016591958	1.13248606	0.157212544	0.263080784	0.518102761	1.18030808	0.0	0.40733977899999996	0.212274102	0.18177166600000003	0.438078505	0.16933967800000002
AIA_1.re	0.406918569	0.102806835	0.328216722	0.6481095020000001	0.455351489	0.097362072	0.183372117	0.54972524	0.33723510100000004	0.132200884	0.187298872	0.459966838	0.12196499	0.039015503	0.139304711	0.387225658	0.37373420700000004	0.370189805	0.142446553	0.5004473770000001	0.31861581699999997	0.43510082299999997	0.159215152	0.462811385	0.163520581	0.25550010300000003	0.19691388399999998	0.125706997	0.803703602	0.104590813	0.18206035199999998	0.386218799	0.901276732	0.124911552	0.250377917
AIB_1.re	0.264187543	0.27161046899999997	0.48406775799999996	0.452261484	0.550227794	0.238888451	0.19729868399999997	0.387056485	0.22085663	0.27977204	0.18972777600000001	0.260029457	0.128816021	0.13644935	0.160060204	0.18192175600000002	0.39987456200000004	0.210875972	0.19917105899999998	0.255287389	0.8680088159999999	0.43534391	0.23089346300000002	0.230219755	0.357359821	0.504218405	0.055527888	0.210674046	0.749331855	0.16998721100000003	0.413989086	0.5009931910000001	0.55493282	0.338105075	0.30248136800000003
AIC_1.re	0.377601181	0.144824767	0.224988197	0.523335605	0.528062035	0.128313423	0.09921278900000001	0.437602396	0.381748145	0.576543723	0.20747433199999998	0.30338865800000003	0.06697692	0.16547256800000001	0.18310250600000003	0.228693783	0.41665282	0.955939428	0.213400465	0.298802017	1.3745897619999998	0.541712705	0.30063446	0.284613457	1.271785738	0.316031758	0.23105683899999999	0.472792169	0.56559444	0.309719533	0.7732577820000001	0.158606979	0.46360648200000004	0.479964722	0.149905709
AID_2.re	0.309381939	0.143166312	0.678668759	0.363878934	0.355919485	0.127808838	0.24353266199999998	1.0153748120000001	0.605406012	0.226769625	0.971299528	0.41009558799999996	0.397280852	0.106268297	0.14586434	0.30231138	0.068770894	1.484765102	0.31039647	0.298888405	0.794046877	0.71309437	0.603559105	0.395632439	0.130533255	0.10778728300000001	0.18375253100000002	0.09331602800000001	0.22217266	0.143519497	0.147855257	0.570938855	0.34032659	0.278068202	0.512333694
AIE_1.re	0.34088929799999995	0.049937337000000005	0.675351191	0.527419884	0.35941966700000005	0.057878146	0.089385995	0.9086595190000001	0.585393399	0.596028436	0.396960066	0.531024659	0.291046314	0.111445485	0.041429983	0.47299312299999996	0.037447909	0.9023933559999999	0.183094555	0.454702282	0.235628778	0.561422848	0.407237384	0.52541548	0.086037821	0.324099376	0.14353485300000002	0.118259929	0.37965039100000003	0.07129535	0.19778119800000002	0.5391530520000001	0.034087167	0.34135112100000004	0.40080274299999996
AIF_1.re	0.567932856	0.039134321	0.230277454	0.48149018299999996	0.5291089760000001	0.041659175	0.079889405	0.733189688	0.700408272	0.12290527400000001	0.24557690699999998	0.432309751	0.27591333100000004	0.040658996	0.081909185	0.299528008	0.34521376299999995	1.061000523	0.191338832	0.428526942	0.807606561	0.22507677199999998	0.23390171399999998	0.314611601	0.220854537	0.292583457	0.18675334899999999	0.169852445	0.341923992	0.018054531000000002	0.20383626800000001	0.308384645	0.24907462800000002	0.153676956	0.14796354
AIG_2.re	0.256293366	0.0	0.044029184000000006	0.350261502	0.153608088	0.0	0.014319868000000001	1.51608694	0.020975832000000003	0.019256369	0.041069574	0.581613512	0.020278443	0.008917955	0.20252616199999998	0.302350036	0.0	0.187765784	0.007344046999999999	0.452156545	0.193145027	0.067624978	0.066566639	0.369255475	0.0	0.0049627790000000005	0.00248139	0.010922698	0.042943912	0.0	0.016830586	0.072532439	0.0	0.011231884	0.03339139
AII_1.re	0.40424896	0.062840578	0.32043518600000004	0.49290440399999996	0.444581775	0.032003633	0.136757885	1.039300472	0.846164435	0.30030746	0.146745499	0.470786077	0.343784718	0.096529865	0.112230489	0.38151614799999994	0.38956557799999997	1.105286556	0.116659342	0.399230394	0.7725455729999999	0.47573894899999997	0.20546736300000001	0.357535981	0.45410246	0.236658284	0.011234702	0.17272319600000002	0.569972125	0.06544776299999999	0.134645941	0.28843107	0.33228898	0.200150364	0.138542114
AIK_2.re	0.458025708	0.149342971	0.498958061	0.576573365	0.528355984	0.10661047300000001	0.048935556	0.9711306120000001	0.8804660120000001	0.29736755600000003	0.32177267	0.505012896	0.434456478	0.149889829	0.15638713699999998	0.469451125	0.459070311	0.236706588	0.165531831	0.483776227	0.557249063	0.557243165	0.309994916	0.48027116700000005	0.263024104	0.385362246	0.05634065	0.187993745	0.591290769	0.125404862	0.200425325	0.450943699	0.93541481	0.305836214	0.18876759
AIL_3.re	0.364825341	0.047877629000000005	0.389032348	0.5044865820000001	0.432550456	0.029513703999999998	0.073485552	0.9060831770000001	0.825348693	0.177845103	0.119979289	0.477823692	0.519031967	0.088577208	0.075822869	0.406388581	0.388456629	1.238832304	0.09771017	0.46855326700000005	0.431529171	0.535007372	0.14821009400000001	0.450270464	0.179396163	0.34365265799999994	0.04446876599999999	0.128386529	0.468654254	0.102471261	0.179348643	0.42261745	0.155338693	0.218578274	0.15056217800000002
AIM_2.re	0.384902474	0.231476137	0.43794774200000003	0.515974166	0.465590889	0.150403392	0.270495151	0.5723998570000001	0.72392118	0.233892861	0.149677965	0.459247932	0.537253496	0.111178195	0.064279752	0.367774914	0.428205327	1.210084563	0.142889618	0.417666245	0.6068302170000001	0.445783243	0.183455201	0.373587099	0.25356281	0.45490756	0.096817893	0.15039554	0.48312195399999996	0.09515227400000001	0.25189194600000003	0.48987933200000006	0.697429174	0.26948548899999997	0.240509511
AIN_1.re	0.539838334	0.151566972	0.294172787	0.587414195	0.366810764	0.07514279900000001	0.114178771	0.809632114	0.764648867	0.30796718	0.11499792	0.470379926	0.483252177	0.104226148	0.090867509	0.36114014200000005	0.35547763600000004	0.9487741	0.123454273	0.518635724	0.583576091	0.528940082	0.194721964	0.335477731	0.177028243	0.38469152	0.06936711200000001	0.068209886	0.26268426	0.108935706	0.157054522	0.33557768600000004	0.09357084800000001	0.23324582	0.10464181300000001
AIP_2.re	0.274655715	0.158740816	0.404017815	0.489607285	0.572594783	0.093461095	0.20851348600000003	0.52488164	0.39444976200000004	0.232503323	0.243473489	0.42355995	0.218496771	0.145322935	0.10096023	0.29156065600000003	0.402349905	0.63332693	0.14495982400000001	0.304283788	0.090971754	0.5628883410000001	0.170222553	0.319245677	0.244215228	0.533264862	0.156827687	0.2832896	0.571262745	0.082957002	0.380809338	0.46506096399999997	0.430255994	0.336417659	0.27684542
AIQ_1.re	0.458264396	0.067420861	0.329623426	0.5993791479999999	0.546574701	0.042517544000000004	0.202316247	0.703192735	0.913197287	0.31681659	0.120248447	0.606961951	0.501304099	0.13939521300000002	0.15464256	0.45113228	0.43055237	1.223177975	0.12613508199999998	0.49266054200000003	0.6883665659999999	0.528840654	0.19102631	0.433875065	0.27910245	0.403028468	0.040533375	0.17415714300000001	0.46608467	0.064429925	0.15547234599999998	0.418424301	0.302325494	0.244580243	0.24869237800000002
AIR_1.re	0.138001731	0.178519958	0.613403881	0.09043096800000001	0.5592152020000001	0.100331244	0.21480824699999998	0.739145678	0.533353259	0.48115457	0.243173888	0.04449647599999999	0.311765093	0.177104638	0.160151547	0.055497065	0.61394724	1.015907979	0.232374306	0.042374667000000005	1.0859837829999999	0.475324487	0.256683137	0.054775217	0.6823580909999999	0.496173899	0.108769394	0.28616384300000003	0.674776078	0.237219132	0.175852295	0.403825073	0.788935005	0.128587468	0.18085299100000002
AIT_2.re	0.22462279100000002	0.032740502000000005	0.159406195	0.319822861	0.250707217	0.018111313	0.065232148	0.907456833	0.12047077199999999	0.019602816000000002	0.040593021	0.351339549	0.0	0.020979335	0.0	0.251561629	0.070388761	1.152186341	0.053298492999999995	0.314655148	0.146570132	0.073516558	0.07969568099999999	0.27968585100000004	0.0	0.13945788	0.016288714	0.0	0.17501033300000002	0.004553734	0.0	0.028244947000000003	0.369702564	0.0	0.0
AKB_2.re	0.361821888	0.379328492	0.26543680399999997	0.599081609	0.49271678399999996	0.274319908	0.17430382	0.669732149	0.577882498	0.40380496200000005	0.094161219	0.645676044	0.352488659	0.170815797	0.15416184300000002	0.512494139	0.415688061	0.8877737840000001	0.08494977699999999	0.583832992	0.9461817770000001	0.544644255	0.126590525	0.498453207	0.502395175	0.46582657200000005	0.07105249799999999	0.17180084699999998	0.49187492899999996	0.260015875	0.205720177	0.3753248	0.158155369	0.341105865	0.169628172
AKC_4.re	0.416863769	0.393025175	0.20844702199999998	0.690402187	0.518420153	0.218081487	0.170136042	0.7597926909999999	0.627060177	0.453385792	0.181289439	0.942364144	0.34011159399999996	0.195307043	0.20896644	0.502743711	0.206769856	0.149485119	0.085120208	0.6010638939999999	0.7733350720000001	0.482107666	0.134409454	0.48460122299999997	0.44045518100000003	0.47558942200000004	0.11917500199999999	0.22407462	0.384436008	0.266901055	0.263909877	0.33206751	0.159217831	0.39091322700000003	0.272577101
AKD_2.re	0.368806872	0.334189972	0.170079695	0.556298553	0.511911582	0.219043624	0.126046787	0.7094895920000001	0.633255028	0.348149965	0.156588845	0.57111048	0.356421946	0.17504014899999998	0.214491665	0.45830484299999996	0.147355489	0.145111742	0.103821565	0.501776246	0.710026585	0.572347782	0.13433034	0.47874449999999996	0.17360115399999998	0.37341034	0.079365749	0.139845058	0.35325514700000005	0.31388277	0.183565371	0.33336593800000003	0.063946041	0.265771162	0.201967443
AKE_3.re	0.334591732	0.427651736	0.205366745	0.47835055200000004	0.47734890799999996	0.310304412	0.113220815	0.6781660690000001	0.828800034	0.23037239899999998	0.185554622	0.518072461	0.43687729799999997	0.14725877	0.20565283899999998	0.431984937	0.173761577	0.168789637	0.151500073	0.474749515	0.6719796490000001	0.48739173700000005	0.179924429	0.473769813	0.3081603	0.361737419	0.07854636200000001	0.167747945	0.344656388	0.434452303	0.20838396899999997	0.46597676299999996	0.072937729	0.41125621	0.25278669600000003
AKG_3.re	0.371848664	0.310906497	0.415196393	0.777442605	0.48140771299999996	0.19706212	0.113301515	0.977358189	0.874575689	0.353013075	0.251694723	0.59513354	0.435705836	0.182635073	0.244926946	0.46516356700000006	0.25135414	0.2496948	0.090534701	0.645425139	0.576381901	0.5838857820000001	0.115356612	0.543282058	0.394550233	0.48377526	0.134031169	0.278214957	0.6899490309999999	0.31554640100000003	0.307572533	0.48004399600000003	1.008035772	0.35718177100000004	0.273147085
AKH_3.re	0.45346450899999996	0.356306619	0.31225206899999997	0.670431083	0.521565936	0.259927287	0.157038314	0.909977846	0.694997668	0.373640077	0.119229313	0.689972543	0.44144767700000004	0.17562982300000002	0.174556171	0.575417214	0.343373015	0.085158665	0.079844388	0.7037603179999999	0.779095917	0.488677879	0.093726015	0.598590949	0.313733002	0.452571446	0.073541868	0.148488182	0.42617660799999996	0.37138371299999995	0.197480879	0.406348582	0.075256064	0.37938509299999995	0.23581649
AKI_4.re	0.46475416399999997	0.354044604	0.301245138	0.652065534	0.490517865	0.244391317	0.09551526	0.874191191	0.661819426	0.49233089	0.075989048	0.6733562120000001	0.383745006	0.249907032	0.094616461	0.506242434	0.340844319	0.657892081	0.037442186	0.532238455	0.6065065079999999	0.488770792	0.125942645	0.49576916200000004	0.22656429100000003	0.46334040000000004	0.066015227	0.204606153	0.462940852	0.013226581000000001	0.265417186	0.49288775	0.103728487	0.482192183	0.29961604199999997
AKL_3.re	0.343783006	0.22196750199999998	0.380526388	0.501081103	0.424971207	0.15892682	0.21755039	1.070509338	0.9095099759999999	0.15380865	0.24661433800000002	0.46705763100000003	0.778429638	0.086062955	0.214904277	0.327911583	0.262403534	1.3266785840000002	0.212020583	0.333784445	0.640758321	0.5894643589999999	0.31714300100000004	0.331702707	0.21667625699999998	0.312635507	0.06154575	0.167346128	0.22271996600000002	0.373960422	0.152241273	0.509902603	0.534022208	0.164440589	0.32122734199999997
AKM_4.re	0.447178939	0.204781799	0.290626435	0.5744112729999999	0.459406497	0.11933546699999999	0.221751316	1.354532785	0.47733831200000004	0.272534525	0.145811404	0.573148929	0.20385230399999998	0.197335597	0.22591581300000002	0.40352292700000003	0.24766710399999997	0.13092717199999998	0.08470622	0.49613871	0.695008842	0.440525741	0.113532489	0.46926607	0.35077202799999996	0.333933135	0.130376727	0.230862417	0.35461192	0.159459361	0.27064789899999997	0.517880948	0.08720864699999999	0.309628102	0.334291455
AKN_3.re	0.429809447	0.5690829279999999	0.446503682	0.562546	0.560388223	0.46595702200000005	0.295299492	1.316604337	1.105987672	0.47288879799999994	0.242648371	0.623821284	0.765256358	0.322993437	0.293371168	0.47371076700000003	0.24351486	0.17227096	0.18885876899999998	0.596798974	0.648926592	0.598600872	0.24472238600000001	0.570141019	0.591159288	0.397369013	0.080516664	0.279742586	0.314676968	0.22600815800000001	0.28891828199999997	0.488563701	0.078745958	0.428373403	0.26941225399999996
AKP_3.re	0.5541209970000001	0.222513557	0.368879919	0.626522218	0.527114866	0.135126096	0.156125969	1.241008479	0.794118585	0.24939836899999998	0.17470418899999998	0.64391064	0.583124077	0.183639705	0.225997878	0.488649348	0.407529385	1.020424598	0.160624496	0.571714271	0.9574873140000001	0.604927829	0.206629863	0.5145384679999999	0.391384685	0.478761754	0.05190634400000001	0.17792701800000002	0.611547794	0.334041248	0.16273221699999998	0.450559294	0.21978887100000002	0.269749921	0.36304860899999997
AKQ_5.re	0.5202094039999999	0.359572981	0.44627787399999996	0.633924869	0.5808606510000001	0.275153019	0.356575672	1.2536523529999999	0.873728866	0.316900453	0.201306543	0.583257986	0.6535611729999999	0.21028309899999997	0.247816311	0.44139168	0.318438725	0.357680402	0.201805588	0.392112505	0.88840914	0.629393671	0.256555439	0.45360608799999996	0.35315377	0.5516034120000001	0.098549934	0.23504938399999997	0.37941820000000004	0.36923527799999994	0.326269765	0.574229199	0.769036684	0.47516850299999996	0.45076740200000004
AKR_3.re	0.365478122	0.241456251	0.33559066299999996	0.53341271	0.516041665	0.100336013	0.152877729	1.260067549	1.06473124	0.277598047	0.169052813	0.6053016210000001	0.79806297	0.143251864	0.25075869300000003	0.390029186	0.323677387	0.15890494300000002	0.141641021	0.48211960299999995	0.762389874	0.5462911229999999	0.22996888899999998	0.394662154	0.24564332100000003	0.469597107	0.062467655	0.164193808	0.252186067	0.399101153	0.259386225	0.383495596	0.585337701	0.36433605399999996	0.269645747
AKS_5.re	0.339038031	0.275955176	0.38908454299999995	0.456647023	0.452886388	0.206591369	0.332206947	1.0138476029999999	0.873546742	0.373823694	0.253687068	0.407818707	0.6932511579999999	0.18782159399999998	0.221926597	0.325364907	0.331195668	0.213263832	0.152118035	0.34312911700000004	0.7686134609999999	0.511798996	0.178148301	0.33917017899999996	0.366161236	0.300692542	0.105218937	0.20214926600000002	0.34867870700000003	0.323731799	0.235217132	0.502295325	0.32011553	0.353871056	0.330975415
AKT_4.re	0.314717223	0.09713213300000001	0.422882964	0.9679256070000001	0.492863499	0.040032332000000004	0.2241913	1.074726824	0.795780849	0.16278265	0.24293304699999999	0.5434956879999999	0.39986954799999996	0.082477599	0.167630206	0.580058534	0.354873051	0.63667878	0.169585708	0.716666244	0.17999027899999998	0.40281719200000005	0.26219407	0.561080073	0.167198362	0.340104894	0.111565444	0.214264912	0.302077097	0.18966977	0.266793275	0.446247632	0.105269631	0.28352822899999996	0.308076654
AKV_3.re	0.43471209200000005	0.187489715	0.35155340799999996	0.502444836	0.531216031	0.11853142800000001	0.20661368100000002	1.128594495	0.77584172	0.245195213	0.260110154	0.523981747	0.647168863	0.126960741	0.302941831	0.382224361	0.38348224299999994	1.272936585	0.248901478	0.511528659	0.7388764879999999	0.590418013	0.345479773	0.439401706	0.444391495	0.339955028	0.072864072	0.204876538	0.528009269	0.257701913	0.185863307	0.49169641	0.184752088	0.203921918	0.436728644
ALA_5.re	0.39177630700000005	0.188655447	0.40583733200000005	0.650519246	0.48875019399999997	0.066590047	0.176938865	1.612266999	0.97053766	0.323379378	0.08770066	0.781905982	0.747500424	0.15439899599999998	0.227724268	0.5590038270000001	0.282030248	0.127841444	0.11107248900000001	0.6924025079999999	0.885393303	0.563719441	0.169498432	0.621585496	0.39737948700000003	0.575201473	0.060776378	0.158666201	0.307027273	0.375319146	0.23334608699999998	0.43059158	0.618796705	0.377427742	0.263141814
ALB_3.re	0.38687854	0.241150555	0.37794692799999996	0.61243753	0.49617857600000004	0.089508731	0.175359684	1.3947258	1.081171938	0.34387676100000003	0.136383797	0.702907031	0.817942325	0.167658041	0.218729825	0.486188002	0.311278563	0.129478597	0.13337185599999998	0.584898566	0.856197364	0.558826022	0.21375097699999998	0.522986958	0.338983373	0.5307116620000001	0.10091348300000001	0.170660289	0.306680372	0.48659052700000005	0.273555031	0.434102261	0.666698176	0.384806364	0.268770764
ALC_4.re	0.36811737899999997	0.22720205899999998	0.35461955100000003	0.5438371479999999	0.48666240899999996	0.1162556	0.142626464	1.293410398	1.091712735	0.325462408	0.172844809	0.630299694	0.81334967	0.13181904	0.22864809600000002	0.41180394	0.291067497	0.17821556300000002	0.15131978199999999	0.508207941	0.826962383	0.521263195	0.226205934	0.43789561	0.343368778	0.452844326	0.09964987300000001	0.185727045	0.27657675600000003	0.488206901	0.255859652	0.457816309	0.6195037879999999	0.329027138	0.29485385399999997
ALD_4.re	0.35006358	0.007018873	0.10679327400000001	0.9145847159999999	0.49024459299999995	0.0	0.0078125	1.714603761	0.246777295	0.021880216	0.044948374000000006	0.914623599	0.050016383	0.022704327000000003	0.045407618	0.467596884	0.028178769	0.13433483300000001	0.019395937	0.523360239	0.009244205	0.369043524	0.06870285	0.486771171	0.00810428	0.109642041	0.0056166409999999995	0.012136592	0.120346088	0.014903946999999999	0.080084507	0.20179222	0.01951431	0.050684010999999994	0.095443776
